Id,MSSubClass,MSZoning,LotFrontage,LotArea,Street,Alley,LotShape,LandContour,LotConfig,LandSlope,Neighborhood,Condition1,Condition2,BldgType,HouseStyle,OverallQual,OverallCond,YearBuilt,YearRemodAdd,RoofStyle,RoofMatl,Exterior1st,Exterior2nd,MasVnrType,MasVnrArea,ExterQual,ExterCond,Foundation,BsmtQual,BsmtCond,BsmtExposure,BsmtFinType1,BsmtFinSF1,BsmtFinType2,BsmtFinSF2,BsmtUnfSF,TotalBsmtSF,Heating,HeatingQC,CentralAir,Electrical,1stFlrSF,2ndFlrSF,LowQualFinSF,GrLivArea,BsmtFullBath,BsmtHalfBath,FullBath,HalfBath,BedroomAbvGr,KitchenAbvGr,KitchenQual,TotRmsAbvGrd,Functional,Fireplaces,FireplaceQu,GarageType,GarageYrBlt,GarageFinish,GarageCars,GarageArea,GarageQual,GarageCond,PavedDrive,WoodDeckSF,OpenPorchSF,EnclosedPorch,3SsnPorch,ScreenPorch,PoolArea,PoolQC,Fence,MiscFeature,MiscVal,MoSold,YrSold,SaleType,SaleCondition,SalePrice
736,11,4,4.110873864173311,9.287394001418473,1,1,3,3,4,0,17,2,2,0,4,7,6,1914,1970,1,1,13,14,2,0.0,3,4,0,2,4,2,5,5.968707559985366,6,0.0,6.19644412779452,6.78105762593618,2,1,0,4,6.78105762593618,6.790097235513905,0.0,7.478169694159785,0,0.0,1,1,2,0.6931471805599453,3,6,6,2,5,5,1914.0,3,2,320,5,5,0,0.0,5.834810737062605,0.0,0.0,0.0,0.0,3,4,1,0.0,1,0,8,4,12.0015054797889
737,14,3,4.110873864173311,9.053101595549691,1,1,3,3,4,0,12,2,2,2,2,3,3,1950,1950,1,1,11,11,2,0.0,3,4,1,3,2,4,4,0.0,4,0.0,0.0,0.0,1,2,0,1,6.947937068614969,0.0,0.0,6.947937068614969,0,0.0,2,0,2,1.0986122886681096,3,6,6,0,3,5,1949.0,3,2,400,5,5,2,0.0,0.0,0.0,0.0,0.0,0.0,3,4,1,0.0,9,0,8,4,11.44571671527678
738,9,3,4.290459441148391,9.25569607369698,1,1,0,1,1,0,8,2,2,0,5,8,4,2005,2005,1,1,12,13,2,0.0,2,4,2,2,4,3,6,0.0,6,0.0,6.795705775173515,6.795705775173515,1,0,1,4,6.804614520062624,6.803505257608338,0.0,7.496652438168283,0,0.0,2,1,3,0.6931471805599453,2,8,6,1,2,1,2005.0,0,3,800,5,5,2,0.0,4.762173934797756,0.0,0.0,0.0,0.0,3,4,1,0.0,8,0,8,4,12.387977448827787
739,14,3,4.110873864173311,9.287394001418473,1,1,3,3,4,0,7,2,2,2,2,5,4,1987,1988,1,1,9,10,2,0.0,3,4,1,2,1,1,2,7.0909098220799835,6,0.0,0.0,7.0909098220799835,1,4,1,4,7.0909098220799835,0.0,0.0,7.0909098220799835,3,0.0,3,0,3,0.6931471805599453,3,5,6,0,3,6,0.0,1,0,0,3,3,2,4.795790545596741,0.0,0.0,0.0,0.0,0.0,3,4,1,0.0,5,3,8,2,12.095141084822892
740,9,3,4.189654742026425,9.139273923542323,1,1,0,3,4,0,5,2,2,0,5,7,4,2004,2004,1,1,12,13,2,0.0,2,4,2,2,4,3,6,0.0,6,0.0,6.762729506931879,6.762729506931879,1,0,1,4,6.762729506931879,6.762729506931879,0.0,7.455298485683291,0,0.0,2,1,3,0.6931471805599453,2,7,6,0,3,1,2004.0,2,2,572,5,5,2,5.236441962829949,4.04305126783455,0.0,0.0,0.0,0.0,3,4,1,0.0,6,3,8,4,12.154779351142624
741,10,4,4.110873864173311,9.169622538697624,1,0,3,3,4,0,17,2,2,0,5,5,6,1910,2002,1,1,13,15,2,0.0,3,2,0,1,0,3,6,0.0,6,0.0,5.579729825986222,5.579729825986222,1,0,1,4,6.645090969505644,6.499787040655854,0.0,7.267525427828172,0,0.0,2,0,2,0.6931471805599453,3,7,6,0,3,5,1910.0,3,2,360,5,2,2,5.602118820879701,0.0,4.727387818712341,0.0,0.0,0.0,3,0,1,0.0,7,1,8,0,11.790557201568507
742,4,3,4.189654742026425,8.820108644508608,1,1,0,3,4,0,19,1,2,0,2,6,7,1961,1996,3,1,6,6,2,0.0,3,2,1,4,4,2,2,6.725033642166843,6,0.0,4.394449154672439,6.816735880594968,1,2,1,4,6.816735880594968,0.0,0.0,6.816735880594968,1,0.6931471805599453,1,0,3,0.6931471805599453,2,5,6,0,3,5,1962.0,3,1,288,5,5,2,5.1298987149230735,0.0,0.0,0.0,0.0,0.0,3,0,1,0.0,7,2,8,4,11.863582336583399
743,4,3,4.189654742026425,9.042040056544483,1,1,3,3,4,0,20,2,2,0,2,7,4,2000,2001,1,1,12,13,1,4.6913478822291435,3,4,2,2,4,3,6,0.0,6,0.0,7.2078598714324755,7.2078598714324755,1,0,1,4,7.2078598714324755,0.0,0.0,7.2078598714324755,0,0.0,2,0,3,0.6931471805599453,3,6,6,0,3,1,2000.0,3,2,539,5,5,2,4.795790545596741,4.02535169073515,0.0,0.0,0.0,0.0,3,0,1,0.0,3,1,8,4,12.095141084822892
744,12,3,4.2626798770413155,9.46397433028839,1,1,0,3,4,0,19,2,2,0,7,5,5,1963,1999,1,1,6,6,2,0.0,3,4,1,2,4,0,0,6.09807428216624,6,0.0,4.343805421853684,6.255750041753367,1,0,1,4,7.289610521451167,0.0,0.0,7.289610521451167,0,0.6931471805599453,2,0,3,0.6931471805599453,3,6,3,1,5,1,1997.0,2,2,480,5,5,2,5.713732805509369,0.0,0.0,0.0,4.61512051684126,0.0,3,4,1,0.0,1,3,8,4,12.072541252905651
745,0,3,3.7376696182833684,8.593413217327647,1,1,0,1,4,0,22,2,2,4,2,8,4,1993,1993,1,1,6,6,2,0.0,2,4,2,2,4,3,2,6.598509028614515,6,0.0,6.405228458030842,7.198931240688173,1,2,1,4,7.198931240688173,0.0,0.0,7.198931240688173,1,0.0,2,0,2,0.6931471805599453,2,5,6,1,5,1,1993.0,2,2,462,5,5,2,4.574710978503383,0.0,4.2626798770413155,5.1298987149230735,0.0,0.0,3,4,1,0.0,1,2,8,4,12.100712129872347
746,9,3,4.394449154672439,9.100971834920818,1,1,0,3,4,0,14,2,2,0,5,8,8,1976,1996,3,1,12,13,1,5.66988092298052,0,2,1,4,1,3,2,6.3561076606958915,0,4.394449154672439,6.1903154058531475,7.04141166379481,1,0,1,4,7.069874128458572,7.340186835320115,0.0,7.906915488678587,0,0.6931471805599453,3,1,4,0.6931471805599453,2,11,6,2,5,3,1994.0,0,2,831,5,5,2,0.0,5.3230099791384085,0.0,0.0,0.0,0.0,3,4,1,0.0,9,2,8,4,12.610870864650634
747,9,3,4.189654742026425,9.082052351674651,1,1,0,3,4,0,8,2,2,0,5,7,4,2000,2000,1,1,12,13,2,0.0,2,4,2,2,4,3,2,5.707110264748875,6,0.0,6.481577129276431,6.859614903654202,1,0,1,4,6.8885724595653635,7.152268856032539,0.0,7.721791776817535,0,0.0,2,1,4,0.6931471805599453,2,8,6,1,5,3,2000.0,0,2,554,5,5,2,5.41610040220442,4.007333185232471,0.0,0.0,0.0,0.0,3,4,1,0.0,6,3,8,4,12.371587084007746
748,10,4,4.189654742026425,9.367429587218957,1,2,0,3,0,0,17,2,2,0,5,7,6,1880,2003,4,1,11,12,2,0.0,2,4,4,4,0,3,6,0.0,6,0.0,7.123672785204607,7.123672785204607,2,4,0,4,7.186144304522325,7.186144304522325,0.0,7.878912912297132,0,0.0,1,1,4,0.6931471805599453,2,8,6,1,2,5,1950.0,3,4,864,5,5,0,5.204006687076795,0.0,5.958424693029782,0.0,0.0,0.0,3,4,1,0.0,7,3,8,4,12.491172637278908
749,4,3,4.0943445622221,9.268043082104471,1,1,0,3,4,0,15,2,2,0,2,7,4,1996,1996,3,1,12,13,1,5.82600010738045,2,4,2,2,4,3,2,6.824373670043086,6,0.0,6.687108607866515,7.450660796211539,1,0,1,4,7.450660796211539,0.0,0.0,7.450660796211539,1,0.0,2,0,3,0.6931471805599453,2,7,6,1,5,1,1996.0,0,2,527,5,5,2,5.484796933490655,4.04305126783455,5.043425116919247,0.0,0.0,0.0,3,4,1,0.0,5,4,8,4,12.46997418931655
750,8,3,3.9318256327243257,9.036701015565063,1,1,3,3,4,0,7,2,2,0,0,4,2,1945,1950,1,1,14,15,2,0.0,3,4,3,3,2,4,4,0.0,4,0.0,0.0,0.0,5,4,0,1,6.9930151229329605,6.091309882077698,0.0,7.333023014386481,0,0.0,2,0,4,0.6931471805599453,3,9,4,0,3,5,1945.0,3,1,240,5,5,0,4.532599493153256,0.0,5.225746673713202,0.0,0.0,0.0,3,4,1,0.0,6,3,8,4,11.49272275765271
751,8,4,4.02535169073515,9.082620630373812,1,0,3,3,0,0,17,2,2,0,0,4,6,1910,2004,1,1,13,14,2,0.0,3,4,0,4,0,3,6,0.0,6,0.0,6.3578422665081,6.3578422665081,1,2,1,4,6.675823221634848,5.855071922202427,0.0,7.039660349862076,0,0.0,1,0,3,0.6931471805599453,3,7,3,0,3,6,0.0,1,0,0,3,3,0,0.0,5.081404364984463,0.0,0.0,0.0,0.0,3,4,1,0.0,8,4,8,4,11.477298287327077
752,9,3,4.189654742026425,8.955577146281511,1,1,3,3,4,0,8,6,2,0,5,7,4,2003,2003,1,1,12,13,2,0.0,2,4,2,2,4,3,6,0.0,6,0.0,6.493753839851687,6.493753839851687,1,0,1,4,6.493753839851687,6.493753839851687,0.0,7.186144304522325,0,0.0,2,1,3,0.6931471805599453,2,6,6,0,3,1,2003.0,0,2,400,5,5,2,0.0,3.8918202981106265,0.0,0.0,0.0,0.0,3,4,1,0.0,10,1,8,4,11.99535161421452
753,4,3,4.382026634673881,9.13097243659261,1,1,0,3,4,0,5,2,2,0,2,6,4,1997,1997,1,1,12,13,2,0.0,3,2,2,2,4,1,2,7.0909098220799835,6,0.0,5.634789603169249,7.299797366758161,1,0,1,4,7.3098814858247865,0.0,0.0,7.3098814858247865,1,0.0,2,0,3,0.6931471805599453,2,6,6,0,3,1,1997.0,2,2,576,5,5,2,5.1298987149230735,3.332204510175204,0.0,0.0,0.0,0.0,3,4,1,0.0,9,0,8,4,12.287652632522597
754,9,3,4.394449154672439,9.234154550075438,1,1,3,3,4,0,16,2,2,0,5,8,4,2005,2005,1,1,12,13,1,5.187385805840755,2,4,2,2,4,2,6,0.0,6,0.0,6.93828448401696,6.93828448401696,1,2,1,4,6.946013991099227,6.966967138613983,0.0,7.649216319820633,0,0.0,2,1,3,0.6931471805599453,0,8,6,1,2,1,2005.0,2,3,878,5,5,2,5.262690188904886,3.970291913552122,0.0,0.0,0.0,0.0,3,4,1,0.0,5,0,8,4,12.526342907575106
755,4,3,4.127134385045092,8.97853441008332,1,1,3,3,4,0,12,2,2,0,2,6,7,1969,2005,1,1,9,10,2,0.0,3,4,1,4,4,3,2,6.0867747269123065,3,6.159095388491933,4.7535901911063645,6.934397209928558,1,2,1,4,6.934397209928558,0.0,0.0,6.934397209928558,1,0.0,1,0,3,0.6931471805599453,2,5,6,0,3,5,1969.0,2,2,440,5,5,2,5.147494476813453,3.8918202981106265,0.0,0.0,0.0,0.0,3,4,1,0.0,9,3,8,4,11.957611286231675
756,1,1,3.5553480614894135,8.080546965824498,1,2,3,3,4,0,21,2,2,4,5,6,4,1999,1999,1,1,8,8,1,6.796823718274855,3,4,2,2,4,3,2,5.945420608606575,6,0.0,5.855071922202427,6.593044534142437,1,2,1,4,6.610696044717759,6.593044534142437,0.0,7.294377299288821,0,0.0,2,1,3,0.6931471805599453,3,6,6,0,3,5,1999.0,3,2,440,5,5,2,0.0,3.2188758248682006,0.0,0.0,0.0,0.0,3,4,1,0.0,5,3,8,4,12.058152515453552
757,9,3,4.23410650459726,9.284519770150434,1,1,0,3,4,0,5,2,2,0,5,8,4,2007,2007,1,1,12,13,2,0.0,2,4,2,2,4,0,2,3.044522437723423,6,0.0,6.741700694652055,6.7650389767805414,1,0,1,4,6.7650389767805414,6.805722553416985,0.0,7.478169694159785,0,0.0,2,1,3,0.6931471805599453,2,7,6,0,3,1,2007.0,2,2,578,5,5,2,4.976733742420574,4.663439094112067,0.0,0.0,0.0,0.0,3,4,1,0.0,6,3,8,4,12.26434155365415
758,9,3,4.276666119016055,9.360224821513475,1,1,0,3,1,0,19,2,2,0,5,6,4,1978,1978,3,1,6,6,0,5.796057750765372,3,4,1,4,4,2,5,6.0844994130751715,6,0.0,5.459585514144159,6.511745329644728,1,4,1,4,6.511745329644728,6.5722825426940075,0.0,7.234898420314831,0,0.0,2,1,3,0.6931471805599453,3,6,6,1,5,1,1978.0,0,2,440,5,5,2,5.817111159963204,0.0,0.0,0.0,0.0,0.0,3,0,1,0.0,6,4,8,0,11.976030352524807
759,1,1,3.2188758248682006,7.732369222284388,1,2,3,3,4,0,21,2,2,3,5,7,4,1999,1999,1,1,8,8,1,5.8888779583328805,3,4,2,2,4,3,0,6.309918278226516,6,0.0,5.278114659230518,6.61338421837956,1,2,1,4,6.630683385642372,6.61338421837956,0.0,7.31455283232408,0,0.0,2,1,3,0.6931471805599453,3,6,6,0,3,5,1999.0,3,2,440,5,5,2,0.0,0.0,0.0,0.0,0.0,0.0,3,4,1,0.0,10,2,8,4,12.097373228606832
760,9,3,4.189654742026425,9.413934064045677,1,1,0,3,4,0,15,2,2,0,5,8,4,1995,1995,1,1,12,13,1,6.2422232654551655,2,4,2,2,4,0,3,4.04305126783455,0,4.174387269895637,7.089243155027514,7.1846291527173145,1,0,1,4,7.192182058713246,7.093404625868766,0.0,7.836764783264067,0,0.0,2,1,4,0.6931471805599453,2,9,6,1,5,1,1995.0,2,3,752,5,5,2,5.407171771460119,4.59511985013459,0.0,0.0,0.0,0.0,3,4,1,0.0,2,1,8,4,12.577636201962656
761,4,3,4.2626798770413155,9.116139576577355,1,1,3,3,4,0,12,2,2,0,2,6,5,1959,1959,3,1,13,14,2,0.0,3,4,1,4,4,3,5,6.418364935936212,6,0.0,5.53338948872752,6.762729506931879,1,0,1,4,6.762729506931879,0.0,0.0,6.762729506931879,0,0.0,1,0,2,0.6931471805599453,3,5,6,0,3,5,2008.0,3,1,300,0,0,2,0.0,0.0,0.0,0.0,0.0,0.0,3,4,3,6.111467339502679,1,3,8,4,11.755871643580617
762,5,4,4.110873864173311,8.841014310483892,1,1,3,3,2,0,3,1,2,0,2,5,4,1924,1950,1,1,13,14,2,0.0,3,4,2,4,4,2,3,6.0063531596017325,6,0.0,6.608000625296087,7.044032897274685,1,4,1,4,7.171656822768514,0.0,0.0,7.171656822768514,0,0.0,1,0,2,0.6931471805599453,1,5,2,0,3,5,1965.0,3,2,440,5,5,2,0.0,0.0,0.0,0.0,0.0,0.0,3,4,1,0.0,1,3,8,4,11.512925464970229
763,9,1,4.290459441148391,9.0642735958414,1,1,3,3,4,0,21,2,2,0,5,7,4,2009,2009,1,1,12,13,2,0.0,3,4,2,2,4,2,2,3.2188758248682006,6,0.0,6.597145701886651,6.6293632534374485,1,0,1,4,6.639875833826536,6.664409020350408,0.0,7.344719054149673,0,0.0,2,1,3,0.6931471805599453,2,7,6,0,3,1,2009.0,3,2,614,5,5,2,5.135798437050262,3.828641396489095,0.0,0.0,0.0,0.0,3,4,1,0.0,8,4,2,4,12.279323107269766
764,9,3,4.418840607796598,9.151757414543885,1,1,3,3,4,0,15,2,2,0,5,8,4,1999,1999,1,1,12,13,1,6.513230110912307,2,4,2,2,4,2,2,7.059617628291383,6,0.0,4.499809670330265,7.133295954896068,1,0,1,4,7.1459844677143876,7.001245622069476,0.0,7.768956044538332,1,0.0,2,1,3,0.6931471805599453,2,8,6,1,2,1,1999.0,2,3,856,5,5,2,0.0,4.859812404361672,0.0,0.0,5.198497031265826,0.0,3,4,1,0.0,9,3,8,4,12.727838209334498
765,0,3,3.4339872044851463,9.164296433474776,1,1,0,3,1,0,24,2,2,4,2,8,4,1995,1996,3,1,3,3,2,0.0,2,2,2,2,1,0,3,6.082218910376446,2,6.964135612418245,0.0,7.3098814858247865,1,0,1,4,7.3098814858247865,0.0,0.0,7.3098814858247865,1,0.0,1,1,2,0.6931471805599453,0,6,6,1,2,1,1995.0,0,2,481,5,5,2,0.0,3.4339872044851463,0.0,0.0,5.37989735354046,0.0,3,4,1,0.0,6,0,8,4,12.506177237980511
766,4,3,4.330733340286331,9.58795455192857,1,1,0,3,4,0,21,2,2,0,2,9,4,2008,2008,1,1,12,13,3,5.652489180268651,2,4,2,2,4,3,6,0.0,6,0.0,7.312553498102598,7.312553498102598,1,0,1,4,7.317876198626496,0.0,0.0,7.317876198626496,0,0.0,2,0,2,0.6931471805599453,0,6,6,1,2,1,2008.0,0,2,592,5,5,2,0.0,5.1647859739235145,0.0,0.0,0.0,0.0,3,4,1,0.0,10,2,6,5,12.484204257170104
767,9,3,4.394449154672439,9.25167423546916,1,1,3,3,4,0,14,2,2,0,5,7,4,1988,1988,1,1,6,6,1,3.7612001156935624,3,4,1,2,4,3,2,5.978885764901122,6,0.0,6.375024819828097,6.8885724595653635,1,4,1,4,6.8885724595653635,6.5998704992128365,0.0,7.44716835960004,0,0.0,2,1,3,0.6931471805599453,3,7,6,1,5,1,1988.0,3,2,496,5,5,2,5.43372200355424,4.204692619390966,5.056245805348308,0.0,0.0,0.0,3,2,3,6.2166061010848646,5,4,8,4,12.188417710291453
768,8,3,4.330733340286331,9.434203664214742,1,1,0,3,4,0,11,2,2,0,0,6,6,1940,1985,1,1,12,13,2,0.0,3,4,1,2,4,2,0,6.493753839851687,6,0.0,5.780743515792329,6.891625897052253,1,0,1,4,6.891625897052253,6.643789733147672,0.0,7.467942332285852,1,0.0,2,0,4,0.6931471805599453,3,7,4,0,3,1,1989.0,3,1,423,5,5,2,5.5053315359323625,0.0,5.056245805348308,0.0,0.0,0.0,3,4,3,7.170888478512505,9,2,8,4,11.982929094215963
769,4,3,4.2626798770413155,9.116139576577355,1,1,3,3,4,0,5,2,2,0,2,7,4,2004,2005,3,1,12,13,2,0.0,2,4,2,2,4,3,2,3.2188758248682006,6,0.0,7.515889085215125,7.528869256642251,1,0,1,4,7.515889085215125,0.0,0.0,7.515889085215125,0,0.0,2,0,3,0.6931471805599453,2,8,6,1,2,1,2004.0,0,2,484,5,5,2,4.795790545596741,3.5263605246161616,0.0,0.0,0.0,0.0,3,4,1,0.0,1,0,8,4,12.28690119819279
770,9,3,3.8712010109078907,10.887530386461101,1,1,1,1,1,1,22,2,2,0,5,8,4,2003,2003,3,1,5,15,1,6.403574197934815,0,4,2,2,4,1,0,7.256297239690681,6,0.0,5.459585514144159,7.409136443920128,1,0,1,4,7.43307534889858,7.371489295214277,0.0,8.09559870137819,1,0.0,3,1,4,0.6931471805599453,0,12,4,1,2,3,2003.0,0,3,841,5,5,2,6.222576268071369,3.6109179126442243,0.0,0.0,5.351858133476067,0.0,3,4,1,0.0,8,4,8,4,13.195613839143922
771,13,3,4.276666119016055,8.889170455363413,1,1,0,3,1,0,19,2,2,0,6,5,4,1982,1982,3,1,13,14,2,0.0,3,4,1,2,4,0,2,6.530877627725885,6,0.0,5.159055299214529,6.755768921984256,1,4,1,4,6.755768921984256,0.0,0.0,6.755768921984256,1,0.0,1,0,2,0.6931471805599453,3,5,6,0,3,5,1983.0,3,2,576,5,5,2,4.795790545596741,0.0,0.0,0.0,0.0,0.0,3,4,1,0.0,6,3,8,4,11.812289042195847
772,4,3,4.219507705176107,9.09133158539398,1,1,3,3,4,0,7,2,2,0,2,4,4,1951,1951,1,1,13,14,2,0.0,3,4,1,1,0,3,3,6.729824070489475,6,0.0,0.0,6.729824070489475,1,4,1,1,7.107425474110705,0.0,0.0,7.107425474110705,0,0.0,1,0,2,0.6931471805599453,3,6,6,0,3,5,1951.0,3,2,396,5,5,2,0.0,0.0,0.0,0.0,0.0,0.0,3,4,1,0.0,6,0,0,4,11.532728092266408
773,12,3,4.553876891600541,8.964439833539357,1,1,3,3,4,0,7,2,2,0,7,6,4,1976,1976,1,1,9,10,2,0.0,3,4,1,4,4,0,0,6.0473721790462776,1,4.852030263919617,6.175867270105761,6.937314081223682,1,4,1,4,7.0192966537150445,0.0,0.0,7.0192966537150445,1,0.0,1,0,3,0.6931471805599453,3,6,6,1,5,5,1976.0,3,2,672,5,5,2,4.976733742420574,0.0,0.0,0.0,0.0,0.0,3,2,1,0.0,5,4,8,0,11.580584113444043
774,4,3,4.2626798770413155,9.225327501784431,1,1,3,3,4,0,12,1,2,0,2,5,4,1958,1958,1,1,13,14,2,0.6931471805599453,3,4,1,4,4,3,5,6.124683390894205,6,0.0,6.124683390894205,6.816735880594968,1,0,1,0,6.816735880594968,0.0,0.0,6.816735880594968,0,0.0,1,0,2,0.6931471805599453,3,5,6,0,3,1,1958.0,2,1,275,5,5,2,0.0,0.0,0.0,0.0,0.0,0.0,3,4,1,0.0,9,1,0,4,11.648330101976432
775,4,3,4.709530201312334,9.562896846651167,1,1,3,3,0,0,16,2,2,0,2,8,4,2006,2006,3,1,12,13,1,5.929589143389895,2,4,2,2,4,0,6,0.0,6,0.0,7.568379267836522,7.568379267836522,1,2,1,4,7.587817219993427,0.0,0.0,7.587817219993427,0,0.0,2,0,3,0.6931471805599453,2,9,6,1,2,1,2006.0,0,3,895,5,5,2,5.755742213586912,3.828641396489095,0.0,0.0,0.0,0.0,3,4,1,0.0,9,1,6,5,12.886641043883259
776,0,4,3.4965075614664802,8.412054873292933,1,1,3,3,2,0,11,2,2,4,2,6,4,1998,1998,3,1,12,13,1,5.771441123130016,3,4,2,0,4,3,2,6.7650389767805414,6,0.0,5.82600010738045,7.094234845924755,1,0,1,4,7.094234845924755,0.0,0.0,7.094234845924755,1,0.0,2,0,2,0.6931471805599453,3,5,6,0,3,1,1998.0,0,2,412,5,5,2,0.0,5.5134287461649825,0.0,0.0,0.0,0.0,3,4,1,0.0,8,3,8,4,11.99535161421452
777,4,3,4.465908118654584,9.324650718153594,1,1,0,3,4,0,5,2,2,0,2,7,4,2005,2006,1,1,12,13,1,5.484796933490655,2,4,2,2,4,0,2,3.044522437723423,6,0.0,7.374629015218945,7.387090235656757,1,0,1,4,7.387090235656757,0.0,0.0,7.387090235656757,0,0.0,2,0,3,0.6931471805599453,2,7,6,0,3,1,2005.0,2,3,865,5,5,2,4.976733742420574,4.0943445622221,0.0,0.0,0.0,0.0,3,4,1,0.0,9,0,6,5,12.308177868467327
778,4,3,4.61512051684126,9.499346567390095,1,1,0,3,4,0,19,2,2,0,2,5,4,1974,1974,3,1,6,10,2,0.0,3,4,1,4,4,3,0,6.637258031284457,6,0.0,4.634728988229636,6.762729506931879,1,4,1,4,6.796823718274855,0.0,0.0,6.796823718274855,1,0.0,1,0,3,0.6931471805599453,3,5,6,1,1,1,1974.0,3,2,440,5,5,2,5.488937726156687,0.0,0.0,0.0,0.0,0.0,3,2,1,0.0,8,0,8,4,11.867097278690842
779,14,2,4.110873864173311,9.036106025364846,1,1,3,3,4,0,20,1,2,2,2,5,4,1977,1977,1,1,9,10,1,5.771441123130016,3,4,3,3,2,4,4,0.0,4,0.0,0.0,0.0,1,4,1,4,7.611347717403621,0.0,0.0,7.611347717403621,0,0.0,2,0,4,1.0986122886681096,3,10,6,2,5,5,1977.0,3,2,630,5,5,2,0.0,0.0,0.0,0.0,0.0,0.0,3,4,1,0.0,1,1,8,4,11.877568578558138
780,14,3,4.3694478524670215,9.262078567380597,1,1,3,3,4,0,11,2,2,2,6,6,4,1977,1977,1,1,9,7,1,4.51085950651685,3,4,1,2,4,1,2,6.883462586413092,6,0.0,0.0,6.883462586413092,1,4,1,4,6.912742820493176,0.0,0.0,6.912742820493176,1,0.0,1,0,2,0.6931471805599453,3,4,6,0,3,1,1977.0,3,2,504,5,5,2,0.0,0.0,0.0,0.0,0.0,0.0,3,4,1,0.0,7,0,8,4,11.813030057420567
781,4,3,4.1588830833596715,8.971575439759016,1,1,3,3,4,0,8,2,2,0,2,7,4,1995,1996,1,1,6,6,1,3.6635616461296463,3,4,2,2,1,3,6,0.0,6,0.0,7.121252453244542,7.121252453244542,1,2,1,4,7.134093721192866,0.0,0.0,7.134093721192866,0,0.0,2,0,3,0.6931471805599453,3,6,6,1,5,1,1995.0,0,2,402,5,5,2,5.3981627015177525,3.091042453358316,0.0,0.0,0.0,0.0,3,4,1,0.0,8,1,8,4,12.078239274020289
782,9,3,4.189654742026425,8.875426919818963,1,1,3,3,4,0,20,2,2,0,5,6,4,1992,1992,1,1,12,13,2,0.0,2,2,2,2,4,3,0,5.961005339623274,6,0.0,5.926926025970411,6.635946555686647,1,0,1,4,6.698268054115413,6.677083461247136,0.0,7.38025578842646,0,0.0,2,1,3,0.6931471805599453,2,7,6,0,3,1,1992.0,2,2,484,5,5,2,0.0,4.8283137373023015,0.0,0.0,0.0,0.0,3,4,1,0.0,9,0,8,4,12.077670930725649
783,4,3,4.219507705176107,9.698061122027077,1,1,1,3,4,0,5,2,2,0,2,7,4,2001,2002,1,1,12,13,2,0.0,2,4,2,2,4,3,6,0.0,6,0.0,7.254177846456518,7.254177846456518,1,0,1,4,7.266128779556451,0.0,0.0,7.266128779556451,0,0.0,2,0,3,0.6931471805599453,2,6,6,0,3,1,2001.0,2,2,605,5,5,2,0.0,3.5263605246161616,0.0,0.0,0.0,0.0,3,4,1,0.0,8,3,8,4,12.139398512262181
784,13,3,4.304065093204169,9.116249448576587,1,1,0,3,0,0,11,2,2,0,6,5,5,1978,1978,1,1,9,10,1,4.653960350157523,3,2,2,2,4,0,2,7.001245622069476,6,0.0,0.0,7.001245622069476,1,0,1,4,7.01301578963963,0.0,0.0,7.01301578963963,1,0.0,1,0,1,0.6931471805599453,2,4,6,1,5,1,1978.0,0,2,602,5,5,2,5.717027701406222,3.4339872044851463,0.0,0.0,0.0,0.0,3,4,1,0.0,9,3,8,4,12.016726473799254
785,11,4,3.58351893845611,8.748463629942055,1,0,3,3,4,0,17,2,2,0,4,6,5,1914,2001,1,1,13,15,2,0.0,3,4,1,4,4,3,6,0.0,6,0.0,6.610696044717759,6.610696044717759,1,0,1,4,6.610696044717759,6.610696044717759,0.0,7.3031700512368,0,0.0,2,0,3,0.6931471805599453,3,9,6,1,2,6,0.0,1,0,0,3,3,2,0.0,5.676753802268282,4.90527477843843,0.0,0.0,0.0,3,4,1,0.0,8,2,8,4,11.759785542901755
786,4,3,4.394449154672439,9.189218875354072,1,1,3,3,4,0,14,1,2,0,2,6,4,1967,1967,1,1,3,14,2,0.0,3,4,1,4,4,3,5,5.529429087511423,3,6.447305862541213,6.198478716492308,7.224753405767971,1,4,1,4,7.202661196523238,0.0,0.0,7.202661196523238,0,0.0,2,0,3,0.6931471805599453,3,7,6,1,2,1,1967.0,3,2,457,5,5,2,0.0,0.0,0.0,0.0,5.288267030694535,0.0,3,4,1,0.0,11,3,8,4,11.992260421644849
787,8,4,4.110873864173311,9.287394001418473,1,1,3,3,4,0,17,0,2,0,0,5,5,1915,1950,1,1,8,8,2,0.0,3,2,2,1,4,3,3,6.532334292222349,6,0.0,0.0,6.532334292222349,1,4,1,4,6.874198495453294,6.532334292222349,0.0,7.410347097821024,1,0.0,2,0,4,0.6931471805599453,3,7,6,0,3,5,1961.0,3,1,416,5,5,2,0.0,0.0,5.2832037287379885,0.0,0.0,0.0,3,4,3,7.0909098220799835,8,4,8,4,11.842229212112828
788,9,3,4.343805421853684,9.224539091375995,1,1,0,3,4,0,20,2,2,0,5,7,4,2004,2004,1,1,12,13,2,0.0,2,4,2,2,4,3,2,6.487684018484611,6,0.0,5.707110264748875,6.863803391452954,1,0,1,4,6.863803391452954,7.029087564149662,0.0,7.642524134232902,1,0.0,2,1,4,0.6931471805599453,2,8,6,0,3,3,2004.0,2,2,618,5,5,2,0.0,3.828641396489095,0.0,0.0,0.0,0.0,3,4,1,0.0,0,4,8,4,12.358793732547838
